Gx,Gy,Gz,Ax,Ay,Az,label,timestamp
0.0,0.0,13.109756097560977,0.013427734375,0.1527099609375,-0.03076171875,1,1760598674.0342875
33.23170731707317,20.853658536585368,16.03658536585366,-0.1334228515625,0.4923095703125,-0.2235107421875,1,1760598674.1430357
-128.78048780487805,24.75609756097561,-11.341463414634147,0.58203125,1.804931640625,0.3466796875,1,1760598674.2520304
0.7317073170731708,-10.609756097560977,9.634146341463415,0.0069580078125,0.936767578125,0.1622314453125,1,1760598674.360704
-35.36585365853659,3.1707317073170733,-19.207317073170735,-0.18701171875,0.4844970703125,-0.1239013671875,1,1760598674.4694574
-5.609756097560976,-2.1341463414634148,13.658536585365855,-0.0145263671875,1.05810546875,-0.102783203125,1,1760598674.579306
38.10975609756098,24.573170731707318,18.170731707317074,-0.035400390625,0.7191162109375,-0.3521728515625,1,1760598674.6880352
-26.03658536585366,-14.329268292682928,6.7682926829268295,-0.007568359375,1.15087890625,0.7930908203125,1,1760598674.7966769
74.81707317073172,-25.853658536585368,6.402439024390245,0.303466796875,1.1490478515625,-0.9012451171875,1,1760598674.9052901
-108.78048780487806,42.37804878048781,4.329268292682928,-0.09716796875,0.86279296875,0.5369873046875,1,1760598675.0138922
31.158536585365855,-50.85365853658537,-9.146341463414634,0.3721923828125,1.328369140625,-0.3953857421875,1,1760598675.1225915
2.682926829268293,-6.7682926829268295,1.3414634146341464,-0.106201171875,0.66357421875,0.1671142578125,1,1760598675.2311487
-73.90243902439025,23.59756097560976,-20.48780487804878,0.3995361328125,1.341552734375,0.174560546875,1,1760598675.339783
16.585365853658537,-27.80487804878049,29.39024390243903,0.0391845703125,1.08447265625,-0.080810546875,1,1760598675.4483452
-55.426829268292686,44.024390243902445,1.829268292682927,-0.3702392578125,0.5477294921875,0.3671875,1,1760598675.5569196
128.0487804878049,-88.10975609756099,-35.79268292682927,0.364990234375,1.2286376953125,0.011962890625,1,1760598675.665673
-66.95121951219512,53.78048780487806,14.573170731707318,-0.017822265625,0.697509765625,-0.31005859375,1,1760598675.7743535
-59.024390243902445,37.5,-8.902439024390244,-0.023681640625,0.92236328125,1.064453125,1,1760598675.8829727
6.707317073170732,-90.85365853658537,-38.23170731707317,0.02490234375,1.0836181640625,0.06591796875,1,1760598675.9915822
-59.69512195121952,16.951219512195124,20.30487804878049,-0.050537109375,0.5712890625,-0.09619140625,1,1760598676.1002145
-59.085365853658544,78.53658536585367,-10.426829268292684,0.5595703125,1.49169921875,0.85009765625,1,1760598676.2129538
-123.53658536585367,32.07317073170732,23.59756097560976,-0.2386474609375,0.678955078125,0.5018310546875,1,1760598676.3216877
367.31707317073176,-155.7317073170732,-20.243902439024392,0.12744140625,0.7305908203125,0.3134765625,1,1760598676.4304464
-40.487804878048784,21.585365853658537,-39.390243902439025,0.0494384765625,1.1802978515625,-0.39794921875,1,1760598676.5391057
-273.8414634146342,139.20731707317074,31.158536585365855,-0.210693359375,0.67919921875,0.52294921875,1,1760598676.647687
158.0487804878049,-82.01219512195122,23.59756097560976,-0.099609375,0.502685546875,0.701904296875,1,1760598676.7565088
147.6829268292683,-124.57317073170732,-45.243902439024396,0.10888671875,1.2177734375,-0.5272216796875,1,1760598676.8650944
-13.414634146341465,30.60975609756098,21.463414634146343,0.425537109375,1.314453125,0.5911865234375,1,1760598676.9737675
-23.59756097560976,46.28048780487805,13.29268292682927,-0.1553955078125,0.2767333984375,-0.443359375,1,1760598677.082322
-102.56097560975611,73.23170731707317,43.963414634146346,1.99993896484375,1.99993896484375,1.99993896484375,1,1760598677.1909635
-57.804878048780495,-18.902439024390244,54.93902439024391,0.263671875,0.82373046875,-0.0809326171875,1,1760598677.2995214
-20.0609756097561,38.29268292682927,-17.439024390243905,-0.707763671875,-0.066162109375,0.434326171875,1,1760598677.4080923
301.1585365853659,121.95121951219514,26.463414634146343,-0.244140625,0.7529296875,0.7156982421875,1,1760598677.5167217
77.5609756097561,-143.59756097560978,-0.3658536585365854,-0.2567138671875,0.349609375,-0.3990478515625,1,1760598677.6254709
-103.71951219512196,18.902439024390244,-41.82926829268293,1.3013916015625,1.99993896484375,0.4893798828125,1,1760598677.7340784
-38.963414634146346,37.6829268292683,29.146341463414636,-0.383056640625,0.3397216796875,-0.32666015625,1,1760598677.8426898
-132.31707317073173,22.195121951219512,-7.01219512195122,0.571044921875,1.99993896484375,1.99993896484375,1,1760598677.9512725
16.70731707317073,-124.93902439024392,21.951219512195124,-0.0762939453125,0.6068115234375,0.332763671875,1,1760598678.05984
7.439024390243903,9.573170731707318,-40.243902439024396,0.414794921875,1.3018798828125,0.014404296875,1,1760598678.1683958
